fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
5.66;0.43;0.393;2.47;0.129;12.5;55.4;0.9971;3.5;0.41;12.03;5
9.65;0.836;0.425;4.3;0.148;31.4;58.8;0.99868;3.37;0.82;10.3;5
8.04;0.301;0.346;0.9;0.085;19.2;15.1;0.99826;3.05;0.95;10.81;7
6.72;0.296;0.467;1.44;0.072;33.0;64.8;0.99642;3.33;0.59;9.77;7
6.6;0.656;0.329;3.73;0.085;17.8;36.9;0.99716;3.58;0.87;8.4;5
9.27;0.3;0.234;3.92;0.12;31.7;39.5;0.99354;3.32;0.54;12.71;6
12.46;0.537;0.372;3.49;0.123;23.1;45.2;0.99769;3.23;0.68;11.22;6
10.75;0.641;0.174;1.23;0.01;22.5;111.1;0.99695;3.42;0.81;9.05;5
6.47;0.576;0.231;2.3;0.131;39.3;73.5;0.99734;3.41;0.4;9.52;6
8.52;0.565;0.214;5.67;0.091;12.8;11.2;0.99617;3.57;0.56;11.12;7
5.43;0.724;0.291;2.98;0.111;18.4;20.3;0.99718;3.27;0.77;8.85;7
8.12;0.899;0;3.11;0.171;29.8;14.9;0.99443;3.26;0.78;11.9;6
10.21;0.793;0;3.81;0.101;3.3;35.9;0.99766;3.27;0.55;9.07;5
8.76;0.48;0.414;4.12;0.107;2.8;34.2;0.99497;3.32;0.52;10.38;6
10.39;0.723;0.199;1.46;0.05;16.4;33.5;0.99709;3.38;0.7;10.59;6
8.82;0.516;0.093;0.9;0.01;9.7;46.0;0.99609;3.67;0.43;12.3;6
9.85;0.251;0.298;3.51;0.01;7.9;28.7;0.99445;3.2;0.66;11.42;6
7.98;0.145;0.338;2.96;0.133;36.1;97.9;0.99564;3.31;0.88;10.51;6
8.65;0.579;0.345;3.49;0.15;12.6;23.0;0.99805;3.21;1.02;9.81;6
10.49;0.529;0.444;6.17;0.073;26.7;51.7;0.99649;3.12;0.66;9.01;5
8.2;0.522;0.309;3.95;0.168;8.2;25.5;0.99494;3.3;0.39;9.01;5
7.47;0.335;0;0.9;0.034;24.8;66.7;1.00116;3.2;0.57;10.49;7
9.43;0.211;0.325;3.25;0.124;22.1;74.6;0.99803;3.22;0.93;11.4;5
7.03;0.334;0.368;2.18;0.083;19.8;119.3;0.99453;3.32;0.54;10.96;6
9.56;0.472;0.086;1.09;0.108;14.7;27.8;0.99371;3.47;0.62;8.86;7
9.95;0.573;0.195;3.48;0.02;14.5;32.4;0.99643;3.33;0.74;9.4;5
5.89;0.495;0.503;3.84;0.028;26.5;97.2;0.9999;3.46;0.92;11.54;6
7.31;0.636;0.065;0.9;0.073;3.2;74.6;0.99496;2.85;0.54;10.38;6
8.54;0.651;0.378;2.08;0.081;12.6;72.6;0.99912;3.53;0.96;10.43;5
11.8;0.352;0;2.57;0.01;18.3;6;0.99627;3.52;0.6;9.99;6
11.77;0.541;0.176;1.86;0.097;14.0;66.3;0.99439;3.15;0.57;10.65;5
8.93;0.667;0.413;2.99;0.043;7.5;51.0;0.99581;3.27;0.26;11.62;6
7.2;0.579;0.208;3.54;0.048;20.7;16.6;0.99267;3.04;0.61;12.03;5
9.75;0.763;0.454;3.68;0.177;23.4;40.5;0.99688;3.27;0.56;10.53;7
8.32;0.524;0.033;3.03;0.131;16.5;44.4;0.99556;3.21;0.71;11.14;6
8.58;0.809;0.492;1.83;0.113;25.1;53.9;0.99562;3.36;0.37;11.5;6
9.05;0.222;0.416;2.67;0.01;20.0;30.5;0.99295;3.2;0.81;9.57;7
6.65;0.197;0.37;5.02;0.022;25.4;6;0.9966;3.6;0.37;11.94;6
6.81;0.615;0.458;2.56;0.147;20.8;43.0;0.99792;3.29;0.5;8.8;5
8.68;0.771;0.462;3.57;0.01;14.5;34.1;0.99769;3.29;0.38;11.54;6
9.09;0.565;0;6.0;0.101;5.6;50.1;0.99554;3.18;0.55;9.67;6
12.04;0.542;0.185;2.39;0.066;9.1;52.3;0.99407;3.15;0.7;9.42;6
9.36;0.893;0.592;0.9;0.132;7.8;14.3;0.99585;3.53;0.77;11.86;8
8.75;0.434;0.129;3.4;0.132;12.8;31.4;0.99747;3.45;0.5;11.21;5
9.18;0.348;0.099;3.19;0.069;9.3;86.1;0.99543;3.12;0.84;10.49;5
10.58;0.798;0.419;2.7;0.01;18.6;9.1;0.99803;3.37;0.66;9.05;6
9.24;0.316;0.178;1.54;0.064;12.4;23.7;0.99513;3.48;0.5;9.95;5
5.19;0.509;0.388;0.9;0.127;23.4;37.6;0.99874;3.44;0.6;9.28;6
9.69;0.665;0.386;2.83;0.03;15.0;75.0;0.997;3.22;0.46;8.93;7
7.83;0.625;0.556;0.9;0.1;20.8;14.5;0.99719;3.26;0.88;12.32;5
9.57;0.393;0.239;0.9;0.077;37.3;46.7;0.99559;3.27;0.63;10.15;6
7.24;0.332;0.291;4.43;0.01;19.1;45.8;0.9958;3.05;1.06;10.47;7
9.31;0.622;0;3.47;0.097;8.7;6;0.99682;3.15;0.37;9.24;6
8.12;0.5;0.445;2.28;0.071;28.8;48.8;0.99547;3.13;0.74;12.25;5
3.92;0.334;0.175;0.9;0.096;21.1;48.5;0.99476;3.34;0.63;10.2;5
8.32;0.337;0.344;2.07;0.1;39.1;18.1;1.00143;3.45;0.83;11.61;6
8.86;0.748;0.202;4.89;0.05;9.6;66.2;0.99772;3.33;0.67;9.89;7
6.89;0.403;0.106;2.71;0.061;18.8;65.7;0.99625;3.2;0.56;10.75;6
10.73;0.486;0.287;0.93;0.087;5.9;72.9;0.99603;3.18;0.47;9.59;5
10.99;0.718;0.286;3.54;0.175;16.6;73.1;0.9964;3.3;0.54;11.43;7
11.15;0.805;0.378;0.91;0.129;38.7;21.4;0.99945;3.41;0.28;10.84;6
7.02;0.378;0.45;4.56;0.029;12.9;47.2;0.99845;3.21;0.89;9.8;6
7.96;0.434;0.54;1.27;0.148;11.8;77.5;0.99838;3.29;0.61;10.75;5
8.03;0.578;0.305;2.19;0.08;20.2;19.8;0.99722;3.05;0.71;9.77;5
7.07;0.323;0.358;2.44;0.011;29.9;84.1;0.99497;3.34;0.56;12.26;6
8.77;0.668;0.374;1.99;0.06;26.4;23.7;0.99641;3.39;0.74;12.05;6
9.85;0.544;0.543;5.99;0.022;13.3;50.5;0.99438;3.34;0.83;12.53;5
8.87;0.329;0.244;2.57;0.11;6.0;41.7;0.99733;3.38;0.83;10.09;6
9.77;0.787;0.133;0.9;0.096;11.0;45.3;0.99587;3.28;0.49;10.98;5
9.71;0.373;0.251;1.02;0.067;20.2;62.4;0.99434;3.43;0.72;10.69;6
10.01;0.192;0.088;1.51;0.051;25.3;41.1;0.99478;3.18;0.72;8.84;5
6.15;0.481;0.023;2.78;0.053;14.4;93.4;0.99545;3.43;0.89;9.36;6
7.87;0.618;0.205;2.22;0.123;32.6;24.8;0.99577;3.56;0.86;9.49;6
6.7;0.431;0;1.46;0.131;1;21.9;0.99933;3.2;0.83;12.08;6
7.36;0.622;0.304;0.9;0.11;14.2;6;0.99963;3.13;0.82;8.74;5
5.91;0.462;0.444;1.69;0.094;16.7;26.0;0.99891;3.19;1.08;12.16;6
6.89;0.561;0.146;0.9;0.089;5.6;41.7;0.99592;3.3;0.62;8.91;5
5.41;0.522;0.324;1.98;0.118;19.7;84.6;0.99651;3.19;0.63;11.63;7
7.18;0.844;0.318;0.97;0.01;23.4;10.8;0.99874;3.07;0.45;10.89;5
10.39;0.814;0.494;1.69;0.102;34.0;98.8;0.9986;3.24;0.84;10.43;5
5.4;0.525;0;2.09;0.06;14.9;40.6;0.99667;3.23;0.67;11.84;4
10.39;0.47;0.601;0.9;0.063;30.0;39.8;0.99759;3.3;0.61;11.65;6
9.1;0.631;0;2.45;0.073;5.8;106.2;0.99578;3.54;0.68;10.81;5
7.32;0.228;0.085;2.57;0.01;29.3;90.8;0.99808;3.1;0.64;9.75;5
7.82;0.321;0.069;1.3;0.045;44.2;32.6;0.9978;3.17;0.37;12.4;5
8.38;0.788;0.496;0.9;0.091;27.9;58.4;0.99831;3.36;0.6;10.15;6
10.0;0.62;0.297;1.5;0.085;4.4;49.6;0.99816;3.16;0.4;11.28;5
12.17;0.539;0.206;4.18;0.061;21.4;93.2;0.99794;3.28;0.68;13.61;5
12.33;0.769;0.185;3.03;0.143;25.6;6;0.99544;3.38;1.09;9.99;4
7.26;0.329;0.621;5.51;0.113;16.2;16.3;0.99766;3.48;0.58;11.63;6
9.8;0.316;0.337;0.9;0.057;22.4;6;0.99449;3.22;0.85;10.77;5
8.47;0.125;0.44;1.02;0.086;15.0;64.5;0.9987;3.32;0.52;9.53;5
7.07;0.332;0.708;4.23;0.135;24.6;6;0.9928;3.23;0.79;11.36;5
8.6;0.503;0.607;2.03;0.219;8.3;59.9;0.9936;3.46;0.39;10.71;4
5.39;0.485;0.392;0.9;0.086;27.1;61.7;0.99474;3.26;0.65;8.4;5
8.5;0.709;0.284;1.0;0.097;11.8;37.4;0.99416;3.26;0.6;11.09;6
7.98;0.859;0;2.83;0.11;21.4;65.6;0.99697;3.35;0.64;11.98;5
10.84;0.249;0.037;1.08;0.055;25.0;101.8;0.99685;3.36;0.68;9.82;6
5.84;0.495;0.513;3.27;0.125;19.7;6;0.99629;3.27;0.42;10.58;5
7.67;0.452;0.271;0.9;0.026;18.9;43.0;0.99455;3.29;0.17;11.35;5
6.62;0.559;0.339;1.35;0.088;21.2;67.9;0.99632;3.63;0.59;9.83;5
10.86;0.739;0.388;2.83;0.05;23.3;37.7;0.99548;3.22;0.67;9.09;5
